,grid_id,grid_lon,grid_lat,accident_count,lon_center,lat_center,grid_lon_size,grid_lat_size,grid_area,accident_density,dist_to_intersection,log_dist_to_intersection,dist_to_intersection_squared,is_near_intersection_50m,is_near_intersection_100m,kde_density,density_ratio,log_kde_density,density_above_q25,density_above_q50,density_above_q75,density_above_q90,coverage_ratio,coverage_level,coverage_ratio_raw,shape_symmetry,shape_complexity,peak_hour,time_width,rush_hour_ratio,weekend_ratio,dominant_season,seasonality_index
13,65_44,65,44,170,-122.4082108032225,37.78099874033141,0.0018018018018040038,0.001140157167633049,25311.48912148462,6716.317605182006,0.00038209269500558927,0.00038201971618099297,1.4599482757663426e-07,1,1,0.9120111449399325,3.3580604669404197,0.6481556435557007,1,1,1,1,0.9751197962558069,极高,1.0,0.44802085735247876,0.7709251101321586,17,7,0.32941176470588235,0.23529411764705882,Winter,1.2
14,62_48,62,48,169,-122.41181440682611,37.786129447585765,0.0018018018018040038,0.0022803143352589927,50622.978242811514,3338.404927292046,0.0003398335303487641,0.0003397758000133549,1.1548682834930436e-07,1,1,0.9175390532719645,3.3784144401760097,0.6510426208169147,1,1,1,1,0.9745732949171504,极高,1.0,0.3072368047874301,0.6927621861152142,14,9,0.28994082840236685,0.28994082840236685,Fall,1.2307692307692308
15,55_35,55,35,162,-122.42262521763692,37.76560661856838,0.0018018018018040038,0.002280314335266098,50622.97824296924,3200.1278001161327,0.0006688992430574616,0.0006686756296697743,4.4742619736284504e-07,1,1,0.7170080800291041,2.6400516061469497,0.5405832878035692,1,1,1,1,0.9703964932673629,极高,1.0,0.7930288699409572,0.3913713405238829,18,7,0.4382716049382716,0.25925925925925924,Fall,1.1604938271604939
16,60_45,60,45,159,-122.4154180104297,37.78213889749905,0.001801801801789793,0.001140157167633049,25311.48912128499,6281.732348425655,0.0002871250974719283,0.00028708388494970676,8.244082159826434e-08,1,1,0.9899706351469147,3.645110338577831,0.6881198824199466,1,1,1,1,0.9684025802731101,极高,1.0,0.8124486825723498,0.5698587127158555,12,8,0.25157232704402516,0.2578616352201258,Spring,1.2327044025157232
17,62_44,62,44,159,-122.41181440682611,37.78099874033141,0.0018018018018040038,0.001140157167633049,25311.48912148462,6281.732348376112,0.00014892384729756568,0.00014891275924225564,2.2178312293908662e-08,1,1,0.9755782686216652,3.5921170858941256,0.680861149736035,1,1,1,1,0.9684025802731101,极高,1.0,0.5539562176731648,0.5698587127158555,14,9,0.3584905660377358,0.23270440251572327,Fall,1.3081761006289307
18,61_46,61,46,159,-122.41361620862791,37.78356409395859,0.0018018018018040038,0.001710235751446021,37967.233682148064,4187.821565592774,0.0005817046348857137,0.0005815355103284375,3.383802822475215e-07,1,1,0.9715776785192272,3.5773867577156087,0.6788340742792286,1,1,1,1,0.9684025802731101,极高,1.0,0.5645929681994362,0.42229199372056514,15,9,0.25157232704402516,0.24528301886792453,Fall,1.0817610062893082
19,55_53,55,53,155,-122.42262521763692,37.79496566563491,0.0018018018018040038,0.001710235751446021,37967.233682148064,4082.4675639426414,0.0005576151967225033,0.0005574597871385088,3.109347076158761e-07,1,1,0.5658754804962438,2.0835755032253536,0.4484450800369616,1,1,1,0,0.9655335755059979,极高,1.0,0.6724786878405458,0.6956521739130435,16,11,0.24516129032258063,0.2838709677419355,Spring,1.0580645161290323
20,56_50,56,50,154,-122.42082341583512,37.79069007625629,0.0018018018018040038,0.002280314335266098,50622.97824296924,3042.0967976412617,0.000143373555782452,0.000143363278776492,2.0555976497703872e-08,1,1,0.7350592267078924,2.7065166294981435,0.5510415492472497,1,1,1,1,0.9647765098758955,极高,1.0,0.300058813739306,0.4813614262560778,18,9,0.36363636363636365,0.22727272727272727,Winter,1.3246753246753247
21,57_35,57,35,153,-122.41947206448376,37.76560661856838,0.0009009009009020019,0.002280314335266098,25311.48912148462,6044.685844663806,0.0004915938272918996,0.0004914730346320466,2.41664491031498e-07,1,1,0.7455381007936511,2.7451002509820133,0.5570628753359843,1,1,1,1,0.9640028150660421,极高,1.0,0.45103573130367636,0.632952691680261,15,10,0.30718954248366015,0.30718954248366015,Winter,1.1764705882352942
22,67_42,67,42,152,-122.40460719961891,37.7770081902447,0.0018018018018040038,0.002280314335266098,50622.97824296924,3002.589047022544,0.0001547954225256431,0.00015478344295046531,2.3961622834892376e-08,1,1,0.7729852769350649,2.8461618198466154,0.5726647230164555,1,1,1,1,0.9632121258113826,极高,1.0,0.40184105850930396,0.6026272577996716,18,10,0.3355263157894737,0.3815789473684211,Fall,1.368421052631579
23,56_46,56,46,152,-122.42082341583512,37.78356409395859,0.0018018018018040038,0.001710235751446021,37967.233682148064,4003.4520627050415,9.032550769628124e-05,9.032142859324047e-05,8.158697340590962e-09,1,1,0.9153631577871988,3.370402708468425,0.6499072431846703,1,1,1,1,0.9632121258113826,极高,1.0,0.6276610702632597,0.45977011494252873,9,10,0.3157894736842105,0.2894736842105263,Fall,1.0789473684210527
24,61_42,61,42,149,-122.41361620862791,37.7770081902447,0.0018018018018040038,0.002280314335266098,50622.97824296924,2943.327421094468,0.00033279486690192776,0.0003327395029730899,1.1075242343627182e-07,1,1,0.9751365208874091,3.5904905535748703,0.680637520464051,1,1,1,1,0.9607343173193653,极高,1.0,0.7454685213475497,0.2964824120603015,18,9,0.30201342281879195,0.28859060402684567,Fall,1.342281879194631
25,56_37,56,37,146,-122.42082341583512,37.769597168655096,0.0018018018018040038,0.001140157167633049,25311.48912148462,5768.131590332782,0.0003404752102710031,0.00034041726173958436,1.1592336880908378e-07,1,1,0.8367769935585806,3.081045398737313,0.6080124017807944,1,1,1,1,0.9580896186479472,极高,1.0,0.3434711093739822,0.5777777777777777,12,8,0.3013698630136986,0.3082191780821918,Fall,1.1232876712328768
26,16_35,16,35,146,-122.47667927169095,37.76560661856838,0.0018018018018040038,0.002280314335266098,50622.97824296924,2884.065795166391,0.0004590217018141449,0.00045891638358044743,2.1070092273635373e-07,1,1,0.18975035922566427,0.6986681943951615,0.17374350295277477,1,1,0,0,0.9580896186479472,极高,1.0,0.4737586258625863,0.7264957264957265,18,9,0.3698630136986301,0.2534246575342466,Summer,1.0684931506849316
27,59_42,59,42,146,-122.41721981223151,37.7770081902447,0.0018018018018040038,0.002280314335266098,50622.97824296924,2884.065795166391,0.0004804899868620024,0.00048037458851195314,2.3087062747464725e-07,1,1,0.9861805742599185,3.6311551871495467,0.6862134850848064,1,1,1,1,0.9580896186479472,极高,1.0,0.6415161040371025,0.5384615384615384,19,10,0.2945205479452055,0.273972602739726,Winter,1.1506849315068493
28,59_35,59,35,145,-122.41721981223151,37.76560661856838,0.0018018018018040038,0.002280314335266098,50622.97824296924,2864.311919857032,0.00033005494913521344,0.00033000049298250806,1.0893626944864832e-07,1,1,0.7464790817563841,2.7485649794435334,0.5576018079564826,1,1,1,1,0.9571690442126254,极高,0.9999999999999999,0.557627201184354,0.4836488812392427,13,10,0.3310344827586207,0.3103448275862069,Summer,1.3241379310344827
29,66_48,66,48,143,-122.40640900142071,37.786129447585765,0.001801801801789793,0.0022803143352589927,50622.97824241224,2824.804169269396,0.0002453003501214882,0.00024527026890979066,6.017226176972471e-08,1,1,0.8368792787884717,3.0814220169275126,0.608068087573005,1,1,1,1,0.9552667890849947,极高,0.9999999999999999,0.6602375968329915,0.5235602094240838,16,7,0.36363636363636365,0.2937062937062937,Summer,1.2307692307692308
30,68_43,68,43,141,-122.4028053978171,37.77928850457997,0.0018018018018040038,0.002280314335266098,50622.97824296924,2785.296418619597,0.0004464857968926938,0.00044638615176826555,1.9934956682690383e-07,1,1,0.745691962666812,2.7456667763764644,0.5571510172633072,1,1,1,1,0.9532800489276917,极高,0.9999999999999998,0.14098992153679646,0.647787610619469,16,7,0.4397163120567376,0.1702127659574468,Summer,1.3617021276595744
31,63_45,63,45,140,-122.41046305547476,37.78213889749905,0.0009009009009020019,0.001140157167633049,12655.74456074231,11062.170173240953,9.904188527463964e-05,9.90369809509399e-05,9.80929503875488e-09,1,1,0.9534216592910626,3.510535589563354,0.6695825319656025,1,1,1,1,0.9522538308120566,极高,0.9999999999999998,0.47528826830149484,0.6524064171122995,16,7,0.35,0.2571428571428571,Fall,1.2571428571428571
32,66_27,66,27,139,-122.40640900142071,37.75192473255679,0.001801801801789793,0.0022803143352589927,50622.97824241224,2745.788668031091,0.00020136982589756382,0.00020134955371559765,4.054980678201516e-08,1,1,0.3263455553782777,1.2016170132983275,0.2824274576462211,1,1,0,0,0.9512050714994236,极高,0.9999999999999997,0.2582149506232799,0.8025134649910234,20,8,0.30935251798561153,0.2446043165467626,Spring,1.1223021582733812
33,55_21,55,21,137,-122.42262521763692,37.74280347521573,0.0018018018018040038,0.002280314335266098,50622.97824296924,2706.2809173821615,0.00033507315199159034,0.00033501702751984996,1.122740171855794e-07,1,1,0.2629640247635901,0.9682437552276989,0.23346135900669282,1,1,0,0,0.9490379379102649,极高,0.9999999999999994,0.8445607879118517,0.6502732240437158,15,8,0.25547445255474455,0.27007299270072993,Summer,1.1386861313868613
34,59_37,59,37,137,-122.41721981223151,37.769597168655096,0.0018018018018040038,0.001140157167633049,25311.48912148462,5412.561834764323,0.00017134305084392872,0.00017132837329996532,2.9358441072505142e-08,1,1,0.8531346088274897,3.141274773644308,0.6168785883925282,1,1,1,1,0.9490379379102649,极高,0.9999999999999994,0.2712689020381328,0.5482695810564663,11,8,0.291970802919708,0.24817518248175183,Summer,1.1386861313868613
35,54_35,54,35,136,-122.42442701943872,37.76560661856838,0.001801801801789793,0.002280314335266098,50622.97824256998,2686.527042093991,0.0007693187251000617,0.0007690229511362448,5.918513007895843e-07,1,1,0.6880753580864094,2.533520199929165,0.523589038593397,1,1,1,1,0.9479185405195085,极高,0.9999999999999993,0.6753467215652089,0.3596330275229358,0,11,0.29411764705882354,0.2647058823529412,Spring,1.0588235294117647
36,57_46,57,46,136,-122.41947206448376,37.78356409395859,0.0009009009009020019,0.001710235751446021,18983.616841074032,7164.072112209022,0.00019866578982994772,0.00019864605839518747,3.946809604875696e-08,1,1,0.9383448472908551,3.4550221820504183,0.6618344374177328,1,1,1,1,0.9479185405195085,极高,0.9999999999999993,0.3243569767586414,0.6073394495412844,14,6,0.25,0.27205882352941174,Winter,1.1764705882352942
37,79_21,79,21,136,-122.3883909834027,37.74280347521573,0.001801801801789793,0.002280314335266098,50622.97824256998,2686.527042093991,0.0001700134710669548,0.00016999902041462986,2.890458034423428e-08,1,1,0.1537044771563362,0.5659458562476606,0.14297804963728966,1,0,0,0,0.9479185405195085,极高,0.9999999999999993,0.1382105060274741,0.8385321100917431,18,7,0.38235294117647056,0.2647058823529412,Winter,1.2058823529411764
38,44_46,44,46,135,-122.43884143385313,37.78356409395859,0.0018018018018040038,0.001710235751446021,37967.233682148064,3555.697555691978,0.0004970833080080342,0.0004969598030269655,2.470918151002102e-07,1,1,0.42552839160787553,1.5668120695095922,0.35454254611919866,1,1,1,0,0.9467745552202759,极高,0.9999999999999991,0.7545122708915812,0.7578558225508318,15,8,0.23703703703703705,0.25925925925925924,Summer,1.1555555555555554
39,62_42,62,42,133,-122.41181440682611,37.7770081902447,0.0018018018018040038,0.002280314335266098,50622.97824296924,2627.2654161447263,0.0004862323505350627,0.00048611417789039935,2.364218987068521e-07,1,1,0.9522751649708956,3.506314152935649,0.668995443717495,1,1,1,1,0.9444106487094037,极高,0.9999999999999986,0.5813874683606792,0.399624765478424,13,6,0.3157894736842105,0.18796992481203006,Spring,1.0526315789473684
40,60_43,60,43,133,-122.4154180104297,37.77928850457997,0.001801801801789793,0.002280314335266098,50622.97824256998,2627.265416165447,0.0004841610750625359,0.00048404390690654777,2.344119466057105e-07,1,1,1.0,3.682038849603741,0.6931471805599453,1,1,1,1,0.9444106487094037,极高,0.9999999999999986,0.6852793410942358,0.4727954971857411,17,9,0.3383458646616541,0.22556390977443608,Spring,1.263157894736842
41,56_49,56,49,133,-122.42082341583512,37.788409761921024,0.0018018018018040038,0.002280314335266098,50622.97824296924,2627.2654161447263,0.00040735195473479076,0.0004072690094517953,1.6593561502625502e-07,1,1,0.8046840590712777,2.9628779671572762,0.5903855399385559,1,1,1,1,0.9444106487094037,极高,0.9999999999999986,0.6220720443173521,0.5084427767354597,16,10,0.3233082706766917,0.3082706766917293,Fall,1.4736842105263157
42,60_48,60,48,132,-122.4154180104297,37.786129447585765,0.001801801801789793,0.0022803143352589927,50622.97824241224,2607.5115408640577,0.0006486109234738578,0.0006484006663206447,4.206961300496106e-07,1,1,0.9252881341290763,3.4069468569406163,0.6550756366058567,1,1,1,1,0.9431896114860874,极高,0.9999999999999981,0.62049349500501,0.3950850661625709,12,9,0.3333333333333333,0.2196969696969697,Winter,1.2424242424242424
43,57_48,57,48,132,-122.41947206448376,37.786129447585765,0.0009009009009020019,0.0022803143352589927,25311.489121405757,5215.0230816869835,0.00020680732328979073,0.00020678594160318303,4.276926896628802e-08,1,1,0.8872218465736842,3.266785307301475,0.6351058252279217,1,1,1,1,0.9431896114860874,极高,0.9999999999999981,0.4315821835781306,0.5406427221172023,17,10,0.3409090909090909,0.25,Summer,1.1818181818181819
44,59_46,59,46,130,-122.41721981223151,37.78356409395859,0.0018018018018040038,0.001710235751446021,37967.233682148064,3424.005053629312,0.0003541074402099432,0.00035404475896716356,1.2539207921203848e-07,1,1,0.9644352438263558,3.5510880356956984,0.6752047962897536,1,1,1,1,0.9406664865437031,极高,0.9999999999999969,0.3398340926044331,0.7063339731285988,15,10,0.27692307692307694,0.2923076923076923,Spring,1.1692307692307693
45,38_8,38,8,128,-122.44785044286213,37.72228064619835,0.0018018018018040038,0.002280314335266098,50622.97824296924,2528.496039597932,0.0006452596523830671,0.0006450515618836941,4.1636001899351657e-07,1,1,0.17196758330680606,0.6331913226081277,0.15868403147776144,1,0,0,0,0.9380313018242006,极高,0.9999999999999948,0.15545817276540597,0.8323586744639376,13,9,0.2734375,0.3203125,Summer,1.125
46,57_41,57,41,125,-122.41947206448376,37.774727875909434,0.0009009009009020019,0.0022803143352589927,25311.489121405757,4938.468827355097,0.0002506832235101849,0.00025065180772107466,6.284207854945731e-08,1,1,0.9460620086416205,3.483437069952597,0.6658078479229599,1,1,1,1,0.9338574654727986,极高,0.9999999999999887,0.608729345182309,0.6427145708582834,22,10,0.288,0.24,Fall,1.28
47,55_50,55,50,125,-122.42262521763692,37.79069007625629,0.0018018018018040038,0.002280314335266098,50622.97824296924,2469.2344136698553,0.00014197638671920046,0.00014196630902585925,2.015729438583996e-08,1,1,0.7028506420938369,2.5879233696584416,0.5323036950122594,1,1,1,1,0.9338574654727986,极高,0.9999999999999887,0.3341206124853734,0.5708582834331337,13,9,0.232,0.296,Summer,1.12
48,61_41,61,41,125,-122.41361620862791,37.774727875909434,0.0018018018018040038,0.0022803143352589927,50622.978242811514,2469.2344136775487,6.108942281769034e-05,6.108755693489032e-05,3.7319175801985445e-09,1,1,0.9417283213386468,3.4674802649410132,0.6635784637586549,1,1,1,1,0.9338574654727986,极高,0.9999999999999887,0.3594435560947583,0.45708582834331335,17,6,0.312,0.184,Fall,1.184
49,58_40,58,40,124,-122.41857116358287,37.7733026794499,0.0009009009009020019,0.0005700785838200773,6327.87228041059,19595.844306761854,5.4927636324940545e-05,5.492612785756187e-05,3.017045232244928e-09,1,1,0.9310992907495325,3.4283437613782675,0.658089421466516,1,1,1,1,0.932404624329177,极高,0.9999999999999853,0.6132133995037221,0.806841046277666,16,9,0.33064516129032256,0.28225806451612906,Summer,1.1612903225806452
50,67_50,67,50,124,-122.40460719961891,37.79069007625629,0.0018018018018040038,0.002280314335266098,50622.97824296924,2449.4805383604967,0.00016173330311268714,0.00016172022569203656,2.6157661335740335e-08,1,1,0.7026265467687206,2.587098241965349,0.5321720862461383,1,1,1,1,0.932404624329177,极高,0.9999999999999853,0.7001393885552919,0.5694164989939637,18,8,0.3548387096774194,0.25806451612903225,Spring,1.1290322580645162
51,62_43,62,43,124,-122.41181440682611,37.77928850457997,0.0018018018018040038,0.002280314335266098,50622.97824296924,2449.4805383604967,0.0004940960491665749,0.0004939740239068185,2.4413090580201834e-07,1,1,0.9725742923992944,3.5810563287400705,0.6793394371093762,1,1,1,1,0.932404624329177,极高,0.9999999999999853,0.5372082103611417,0.386317907444668,16,9,0.3709677419354839,0.25,Winter,1.1612903225806452
52,65_49,65,49,124,-122.4082108032225,37.788409761921024,0.0018018018018040038,0.002280314335266098,50622.97824296924,2449.4805383604967,0.00022354510358605113,0.00022352012110245437,4.997241333729833e-08,1,1,0.8243596007882295,3.035324076146092,0.6012290217756704,1,1,1,1,0.932404624329177,极高,0.9999999999999853,0.5271154669404776,0.4507042253521127,14,8,0.27419354838709675,0.3225806451612903,Fall,1.1935483870967742
53,19_6,19,6,123,-122.4726252176369,37.717720017527824,0.0009009009009020019,0.0022803143352589927,25311.489121405757,4859.4533261174165,0.00025387602072443247,0.0002538437996608046,6.445303389887246e-08,1,1,0.11290248697727624,0.41571134326721154,0.10697145567645655,0,0,0,0,0.9309198710823426,极高,0.999999999999981,0.47159090909090906,0.922920892494929,21,9,0.24390243902439024,0.3008130081300813,Fall,1.1382113821138211
54,55_37,55,37,122,-122.42262521763692,37.769597168655096,0.0018018018018040038,0.001140157167633049,25311.48912148462,4819.945575483558,0.0002549765230381593,0.00025494402204905107,6.501302730062898e-08,1,1,0.8123042821861739,2.9909359247089724,0.5945991196740799,1,1,1,1,0.9294025047731189,极高,0.9999999999999755,0.4964870800695118,0.44785276073619634,18,8,0.39344262295081966,0.27049180327868855,Fall,1.1147540983606556
55,71_50,71,50,122,-122.3992017942135,37.79069007625629,0.0018018018018040038,0.002280314335266098,50622.97824296924,2409.972787741779,0.0001961199384675138,0.00019610070946646745,3.84630302645014e-08,1,1,0.5709833972140129,2.10238305102072,0.4517017909261135,1,1,1,0,0.9294025047731189,极高,0.9999999999999755,0.829284380167691,0.40286298568507156,16,7,0.3770491803278688,0.1885245901639344,Summer,1.3114754098360655
56,48_34,48,34,120,-122.43343602844772,37.76332630423312,0.001801801801789793,0.0022803143352589927,50622.97824241224,2370.4650371491434,0.0005648222077110679,0.0005646627556864439,3.190241263236048e-07,1,1,0.43082166144966894,1.5863020947085114,0.35824886768543457,1,1,1,0,0.9262670518086814,极高,0.9999999999999589,0.35946883998354595,0.681912681912682,17,10,0.30833333333333335,0.25833333333333336,Summer,1.1333333333333333
57,59_36,59,36,120,-122.41721981223151,37.76788693290364,0.0018018018018040038,0.002280314335266098,50622.97824296924,2370.4650371230614,0.0005895537714283214,0.0005893800528778831,3.475736494053575e-07,1,1,0.8087383973631098,2.977806198257238,0.5926295842162979,1,1,1,1,0.9262670518086814,极高,0.9999999999999589,0.5089146163663636,0.41372141372141374,10,10,0.30833333333333335,0.24166666666666667,Fall,1.2333333333333334
58,17_15,17,15,119,-122.47487746988915,37.73368221787467,0.0018018018018040038,0.002280314335266098,50622.97824296924,2350.7111618137023,0.0007580439294320317,0.0007577567592484697,5.74630598948755e-07,1,1,0.12643359353293104,0.4655334032832604,0.1190565297810137,1,0,0,0,0.9246474848909849,极高,0.9999999999999469,0.15645257468213203,0.7568134171907757,18,9,0.31092436974789917,0.33613445378151263,Fall,1.2436974789915967
59,68_42,68,42,119,-122.4028053978171,37.7770081902447,0.0018018018018040038,0.002280314335266098,50622.97824296924,2350.7111618137023,0.0005871695839265539,0.0005869972673158253,3.447681202884825e-07,1,1,0.7141671771458256,2.629591291362767,0.538927351677011,1,1,1,1,0.9246474848909849,极高,0.9999999999999469,0.47416132786750165,0.5534591194968553,16,8,0.37815126050420167,0.23529411764705882,Spring,1.1428571428571428
60,59_29,59,29,118,-122.41721981223151,37.75648536122732,0.0018018018018040038,0.002280314335266098,50622.97824296924,2330.9572865043433,0.000619725636482899,0.0006195336858510328,3.8405986451413433e-07,1,1,0.5094448701827765,1.8757958037443176,0.4117419475917382,1,1,1,0,0.9229923436870943,极高,0.9999999999999314,0.6105214269891455,0.4904862579281184,18,10,0.4067796610169492,0.3220338983050847,Fall,1.0508474576271187
61,67_44,67,44,117,-122.40460719961891,37.78099874033141,0.0018018018018040038,0.001140157167633049,25311.48912148462,4622.406822389969,0.00020385876229035935,0.00020383798591646067,4.155839496255724e-08,1,1,0.8163403171420538,3.0057967622148807,0.5968236619293431,1,1,1,1,0.9213008467968558,极高,0.9999999999999113,0.5010199808566642,0.8805970149253731,14,7,0.2905982905982906,0.28205128205128205,Fall,1.0940170940170941
62,50_43,50,43,116,-122.42983242484412,37.77928850457997,0.0018018018018040038,0.002280314335266098,50622.97824296924,2291.4495358856257,0.0002211397238456776,0.0002211152760611308,4.890277746254255e-08,1,1,0.7101253118889692,2.614708986462158,0.5365666496360029,1,1,1,1,0.919572195656421,极高,0.9999999999998853,0.36678702898861604,0.42795698924731185,16,8,0.3103448275862069,0.3017241379310345,Spring,1.206896551724138
63,68_48,68,48,114,-122.4028053978171,37.786129447585765,0.0018018018018040038,0.0022803143352589927,50622.978242811514,2251.941785273925,0.0005905594732138492,0.0005903851615923578,3.487604914026191e-07,1,1,0.746109225287649,2.7472031535568737,0.5573900128992916,1,1,1,1,0.9160001482807762,极高,0.9999999999998083,0.3965634938433126,0.8774617067833698,20,9,0.3157894736842105,0.22807017543859648,Summer,1.1228070175438596
64,55_42,55,42,112,-122.42262521763692,37.7770081902447,0.0018018018018040038,0.002280314335266098,50622.97824296924,2212.4340346481904,0.0001169815344379325,0.00011697469263180423,1.3684679399453189e-08,1,1,0.9154704758078287,3.370797857589647,0.6499632717314163,1,1,1,1,0.9122694552407623,极高,0.9999999999996795,0.7171009239398858,0.34521158129175944,12,8,0.3482142857142857,0.30357142857142855,Spring,1.1785714285714286
65,50_42,50,42,111,-122.42983242484412,37.7770081902447,0.0018018018018040038,0.002280314335266098,50622.97824296924,2192.680159338832,0.0001490534332724742,0.00014904232591320203,2.2216925970311918e-08,1,1,0.7124614724319566,2.623310820340349,0.5379317930512105,1,1,1,1,0.9103424268030158,极高,0.9999999999995857,0.3896406489491596,0.4404494382022472,8,8,0.4774774774774775,0.3063063063063063,Fall,1.2252252252252251
